ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-4026,p-nitroanisole,"InChI=1S/C7H7NO3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3",BNUHAJGCKIQFGE-UHFFFAOYSA-N,COc1ccc(cc1)[N+]([O-])=O,-2.4142,0.0,1,G1,153.13699999999997,1.6033999999999997,39.64840000000002,11.0,3.0,0.0,4.0,2.0,58.0,1.0,0.0,0.0,1.0,52.37,63.562866185900255,2.9138015626758045,254.89312562732442
B-4027,p-dinitrobenzene,InChI=1S/C6H4N2O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,FYFDQJRXFWGIBS-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,-3.3867,0.0,1,G1,168.10799999999995,1.503,39.75080000000001,12.0,4.0,0.0,6.0,2.0,62.0,1.0,0.0,0.0,1.0,86.28,66.73735456449656,3.0061498337295465,285.8248996548372
B-4028,"2,4,6-trinitrotoluene","InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3",SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.2423,0.013562253500242117,3,G5,227.13199999999998,1.7196200000000006,51.1422,16.0,6.0,0.0,9.0,3.0,84.0,1.0,0.0,0.0,1.0,129.42000000000002,87.75527240139297,3.5727545380551327,461.8906850873487
B-4030,o-dinitrobenzene,InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1[N+]([O-])=O,-3.1017,0.0,1,G1,168.10799999999995,1.503,39.75080000000001,12.0,4.0,0.0,6.0,2.0,62.0,1.0,0.0,0.0,1.0,86.28,66.73735456449656,3.267076195703771,303.0748996548373
B-4031,m-nitroanisole,"InChI=1S/C7H7NO3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3",WGYFINWERLNPHR-UHFFFAOYSA-N,COc1cccc(c1)[N+]([O-])=O,-2.4861,0.0,1,G1,153.13699999999997,1.6033999999999997,39.64840000000002,11.0,3.0,0.0,4.0,2.0,58.0,1.0,0.0,0.0,1.0,52.37,63.562866185900255,3.0058892189147386,272.1431256273244
B-4032,"1,3-dino2 2-methyl benzene","InChI=1S/C7H6N2O4/c1-5-6(8(10)11)3-2-4-7(5)9(12)13/h2-4H,1H3",XTRDKALNCIHHNI-UHFFFAOYSA-N,Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,-3.0003,0.0,1,G1,182.135,1.8114200000000005,44.487800000000014,13.0,4.0,0.0,6.0,2.0,68.0,1.0,0.0,0.0,1.0,86.28,73.10229667889317,3.3454419708109935,342.5053335743196
B-4033,"1,2-dino2 4-methyl benzene","InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3",INYDMNPNDHRJQJ-UHFFFAOYSA-N,Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,-3.2604,0.0,1,G1,182.135,1.81142,44.487800000000014,13.0,4.0,0.0,6.0,2.0,68.0,1.0,0.0,0.0,1.0,86.28,73.10229667889317,3.348659071315219,374.7553335743196
B-4034,o-ethyl carbamate (urethane),"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",JOYRKODLDBILNP-UHFFFAOYSA-N,CCOC(N)=O,0.7314,0.059299999999999964,2,G3,89.09400000000001,0.10160000000000025,21.2094,6.0,2.0,1.0,3.0,1.0,36.0,0.0,0.0,0.0,0.0,52.32,36.08409328318613,2.831257109931365,52.75488750216347
B-4035,acrylamide,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,NC(=O)C=C,0.9544,0.012799999999999978,2,G3,71.07900000000001,-0.34230000000000005,19.391399999999997,5.0,1.0,1.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,43.09,30.28094502149499,3.204805417886435,57.91340299823497
B-4037,butyramide,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)",DNSISZSEWVHGLH-UHFFFAOYSA-N,CCCC(N)=O,0.2721,0.0,1,G1,87.122,0.27180000000000015,24.102399999999996,6.0,1.0,1.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,43.09,37.33549016807586,2.831257109931365,51.50977500432694
B-4041,"glycerol 1,3-dinitrate","InChI=1S/C3H6N2O7/c6-3(1-11-4(7)8)2-12-5(9)10/h3,6H,1-2H2",ASIGVDLTBLZXNC-UHFFFAOYSA-N,OC(CO[N+]([O-])=O)CO[N+]([O-])=O,-0.366,0.0,1,G1,182.088,-1.2360999999999998,31.899599999999996,12.0,7.0,1.0,9.0,6.0,70.0,0.0,0.0,0.0,0.0,124.97,65.70448791178808,3.3921841591083783,152.0344235629434
B-4042,1-nitrobutane,"InChI=1S/C4H9NO2/c1-2-3-4-5(6)7/h2-4H2,1H3",NALZTFARIYUCBY-UHFFFAOYSA-N,CCCC[N+]([O-])=O,-1.3506,0.0,1,G1,103.12099999999998,1.0632000000000001,26.76939999999999,7.0,2.0,0.0,3.0,3.0,42.0,0.0,0.0,0.0,0.0,43.14,42.48705309351917,2.8219389370591843,62.710134480364864
B-4043,1-nitropentane,"InChI=1S/C5H11NO2/c1-2-3-4-5-6(7)8/h2-5H2,1H3",BVALZCVRLDMXOQ-UHFFFAOYSA-N,CCCCC[N+]([O-])=O,-1.9548,0.0,1,G1,117.148,1.4533,31.386399999999988,8.0,2.0,0.0,3.0,4.0,48.0,0.0,0.0,0.0,0.0,43.14,48.85199520791578,2.822354554248032,72.82892142331043
B-4044,ethylene glycol dinitrate,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,UQXKXGWGFRWILX-UHFFFAOYSA-N,[O-][N+](=O)OCCO[N+]([O-])=O,-1.3495,0.0,1,G1,152.062,-0.597,25.892799999999998,10.0,6.0,0.0,8.0,5.0,58.0,0.0,0.0,0.0,0.0,104.74000000000001,54.545312045195466,3.0550899395377584,117.70950594454669
B-4045,1-pentyne,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",IBXNCJKFFQIKKY-UHFFFAOYSA-N,CCCC#C,-1.6374,0.0,1,G1,68.11899999999999,1.4197,23.74099999999999,5.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,33.19824487727526,2.483699570591265,38.49022499567306
B-4046,diethyl ether,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-0.0889,0.015595854250000003,2,G3,74.123,1.0428000000000002,22.166999999999994,5.0,1.0,0.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,9.23,32.94762260052625,2.19060968716425,11.119415478763749
B-4048,di(n-propyl) ether,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,-1.3192,0.1504000000000001,2,G3,102.17699999999999,1.823,31.400999999999982,7.0,1.0,0.0,1.0,4.0,44.0,0.0,0.0,0.0,0.0,9.23,45.67750682931947,2.447472887876344,23.360990398949916
B-4050,2-hexyloxyethanol,"InChI=1S/C8H18O2/c1-2-3-4-5-7-10-8-6-9/h9H,2-8H2,1H3",UPGSWASWQBLSKZ-UHFFFAOYSA-N,CCCCCCOCCO,-1.1694,0.0,1,G1,146.23,1.5756,42.04680000000001,10.0,2.0,1.0,2.0,7.0,62.0,0.0,0.0,0.0,0.0,29.46,63.20162481030868,2.6476048489438337,47.219280948873624
B-4051,"1,2-dibutyoxyethane","InChI=1S/C10H22O2/c1-3-5-7-11-9-10-12-8-6-4-2/h3-10H2,1-2H3",GDXHBFHOEYVPED-UHFFFAOYSA-N,CCCCOCCOCCCC,-1.9402,0.0,1,G1,174.28399999999996,2.6198000000000006,51.454000000000036,12.0,2.0,0.0,2.0,9.0,74.0,0.0,0.0,0.0,0.0,18.46,76.25082051641277,2.72724281291869,64.2388309575275
B-4054,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,DHXVGJBLRPWPCS-UHFFFAOYSA-N,C1CCOCC1,-0.031,0.0,1,G1,86.134,1.1869,24.66999999999999,6.0,1.0,0.0,1.0,0.0,36.0,0.0,1.0,1.0,1.0,9.23,38.30673356139363,2.0,19.40990953421706
B-4055,di-n-butyl ether,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,-2.6376,0.5020161421722394,3,G4,130.231,2.603200000000001,40.635000000000005,9.0,1.0,0.0,1.0,6.0,56.0,0.0,0.0,0.0,0.0,9.23,58.40739105811268,2.595082706793886,37.832293921787276
B-4058,ethrane [haloether],"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H",JPGQOUSTVILISH-UHFFFAOYSA-N,FC(F)OC(F)(F)C(F)Cl,-1.5162,0.0,1,G1,184.491,2.3528000000000002,22.784999999999997,10.0,1.0,0.0,7.0,3.0,62.0,0.0,0.0,0.0,0.0,9.23,57.71362372764249,3.8655589302387363,105.06618564394176
B-4059,isoflurane,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",PIWKPBJCKXDKJR-UHFFFAOYSA-N,FC(F)OC(Cl)C(F)(F)F,-1.6157,0.0,1,G1,184.49099999999996,2.3528000000000002,22.785,10.0,1.0,0.0,7.0,2.0,62.0,0.0,0.0,0.0,0.0,9.23,57.71362372764249,3.7348237213155926,101.55641063961481
B-4060,n-nitrosodiethylamine,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",WBNQDOYYEUMPFS-UHFFFAOYSA-N,CCN(CC)N=O,0.0161,0.0,1,G1,102.137,1.0095999999999998,28.715999999999987,7.0,2.0,0.0,3.0,3.0,42.0,0.0,0.0,0.0,0.0,32.67,43.2587790456882,3.1646093088392386,51.65148445440323
B-4061,diphenylnitrosamine,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c2ccccc2,-3.7531,0.0,1,G1,198.225,3.5061000000000018,60.81800000000003,15.0,2.0,0.0,3.0,3.0,74.0,2.0,0.0,0.0,2.0,32.67,87.91319900022982,2.3775033169366506,388.38981176779873
B-4063,2-nitroso-1-naphthol,"InChI=1S/C10H7NO2/c12-10-8-4-2-1-3-7(8)5-6-9(10)11-13/h1-6,12H",SYUYTOYKQOAVDW-UHFFFAOYSA-N,Oc1c(ccc2ccccc12)N=O,-2.5395,0.0,1,G1,173.17099999999996,2.9433000000000007,51.06780000000002,13.0,3.0,1.0,3.0,1.0,64.0,2.0,0.0,0.0,2.0,49.660000000000004,74.60203338765865,2.8617654561508625,465.4314410863231
B-4064,di-i-propylnitrosoamine,"InChI=1S/C6H14N2O/c1-5(2)8(7-9)6(3)4/h5-6H,1-4H3",AUIKJTGFPFLMFP-UHFFFAOYSA-N,CC(C)N(N=O)C(C)C,-1.0006,0.0,1,G1,130.19099999999997,1.7866,37.906000000000006,9.0,2.0,0.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,32.67,55.988663274481404,3.821219649088782,83.05865002596164
B-4065,n-nitrosodipropylamine,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N,CCCN(CCC)N=O,-1.0006,0.0,1,G1,130.191,1.7898,37.95,9.0,2.0,0.0,3.0,5.0,54.0,0.0,0.0,0.0,0.0,32.67,55.98866327448141,3.285299824207474,69.45811190640113
B-4066,n-nitrosodibutylamine,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",YGJHZCLPZAZIHH-UHFFFAOYSA-N,CCCCN(CCCC)N=O,-2.0955,0.0,1,G1,158.24499999999998,2.570000000000001,47.184000000000026,11.0,2.0,0.0,3.0,7.0,66.0,0.0,0.0,0.0,0.0,32.67,68.71854750327462,3.326343011048127,88.09284782231802
B-4067,n-nitrosoethyl-n-butylamine,"InChI=1S/C6H14N2O/c1-3-5-6-8(4-2)7-9/h3-6H2,1-2H3",ZGMCNGHHUQZNIH-UHFFFAOYSA-N,CCCCN(CC)N=O,-1.0354,0.0,1,G1,130.191,1.7898,37.95,9.0,2.0,0.0,3.0,5.0,54.0,0.0,0.0,0.0,0.0,32.67,55.98866327448141,3.1954118462751673,75.45811190640111
B-4068,n-nitroso-n-methylbutylamine,"InChI=1S/C5H12N2O/c1-3-4-5-7(2)6-8/h3-5H2,1-2H3",PKTSCJXWLVREKX-UHFFFAOYSA-N,CCCCN(C)N=O,-0.6996,0.0,1,G1,116.16399999999999,1.3997,33.33299999999999,8.0,2.0,0.0,3.0,4.0,48.0,0.0,0.0,0.0,0.0,32.67,49.623721160084806,2.975409490043988,65.44900955152481
B-4069,n-methyl-n-nitrosoethamine,"InChI=1S/C3H8N2O/c1-3-5(2)4-6/h3H2,1-2H3",RTDCJKARQCRONF-UHFFFAOYSA-N,CCN(C)N=O,0.5321,0.0,1,G1,88.11,0.6194999999999999,24.09899999999999,6.0,2.0,0.0,3.0,2.0,36.0,0.0,0.0,0.0,0.0,32.67,36.89383693129159,2.964900494759057,46.05785641096993
B-4071,4-bromobiphenyl,InChI=1S/C12H9Br/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,PKJBWOWQJHHAHG-UHFFFAOYSA-N,Brc1ccc(cc1)c2ccccc2,-5.5526,0.0,1,G1,233.108,4.116100000000002,59.578000000000024,13.0,0.0,0.0,1.0,1.0,64.0,2.0,0.0,0.0,2.0,0.0,86.35604493120236,2.4238559727704247,375.62904776215686
B-4072,"4-methyl-1,1'-biphenyl","InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",ZZLCFHIKESPLTH-UHFFFAOYSA-N,Cc1ccc(cc1)c2ccccc2,-4.6185,0.0,1,G1,168.239,3.662020000000002,56.61500000000003,13.0,0.0,0.0,0.0,1.0,64.0,2.0,0.0,0.0,2.0,0.0,78.8534394399576,2.4238559727704247,370.54288143497655
B-4073,"3,3'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8H,KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cccc(c1)c2cccc(Cl)c2,-5.7983,0.0,1,G1,223.102,4.660400000000002,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.492123645200362,406.0796467381505
B-4074,"4,4'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,YTBRNEUEFCNVHC-UHFFFAOYSA-N,Clc1ccc(cc1)c2ccc(Cl)cc2,-6.5561,0.021949999999999914,2,G3,223.102,4.660400000000002,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.396509039726096,371.5796467381504
B-4076,2-chlorobiphenyl,InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,LAXBNTIAOJWAOP-UHFFFAOYSA-N,Clc1ccccc1c2ccccc2,-4.5917,0.02585000000000015,2,G3,188.657,4.007000000000002,56.88800000000003,13.0,0.0,0.0,1.0,1.0,64.0,2.0,0.0,0.0,2.0,0.0,82.79176355244267,2.5360704460016144,392.8790477621569
B-4081,"3,4-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,ZGHQUYZPMWMLBM-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2ccccc2,-6.3899,0.5250500000000002,2,G2,223.102,4.660400000000002,61.89800000000003,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932435,2.483814803753657,435.32964673815036
B-4083,"2,2'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H,JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1ccccc1c2ccccc2Cl,-5.0813,0.3967657271265025,3,G5,223.102,4.660400000000002,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.6088478266698347,406.07964673815036
B-4085,"2,2',6,6'-pcb",InChI=1S/C12H6Cl4/c13-7-3-1-4-8(14)11(7)12-9(15)5-2-6-10(12)16/h1-6H,PXAGFNRKXSYIHU-UHFFFAOYSA-N,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.3898,0.3519128806331978,3,G5,291.99199999999996,5.967200000000002,71.918,16.0,0.0,0.0,4.0,1.0,82.0,2.0,0.0,0.0,2.0,0.0,113.70156223308769,2.7731464229293827,444.53712407405914
B-4086,"2,3-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-8-4-7-10(12(11)14)9-5-2-1-3-6-9/h1-8H,XOMKZKJEJBZBJJ-UHFFFAOYSA-N,Clc1cccc(c2ccccc2)c1Cl,-5.3498,0.0,1,G1,223.102,4.660400000000003,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.5800778256593344,435.32964673815036
B-4088,"2,3,4,5,6-pcb",InChI=1S/C12H5Cl5/c13-8-7(6-4-2-1-3-5-6)9(14)11(16)12(17)10(8)15/h1-5H,GGMPTLAAIUQMIE-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,-7.9107,0.0,1,G1,326.437,6.620600000000001,76.92800000000001,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,124.00482845996936,2.795373917060275,533.8489383657761
B-4089,"2,3'-pcb",InChI=1S/C12H8Cl2/c13-10-5-3-4-9(8-10)11-6-1-2-7-12(11)14/h1-8H,ZHBBDTRJIVXKEX-UHFFFAOYSA-N,Clc1cccc(c1)c2ccccc2Cl,-5.5851,0.0,1,G1,223.102,4.660400000000002,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.549116842654202,449.57964673815036
B-4090,"2',3,4,4',5'-pcb",InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-7.3867,0.4066499999999995,2,G3,326.437,6.6206000000000005,76.92800000000003,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,124.00482845996933,2.5988657342017785,577.348938365776
B-4091,"2,3',4,4'-tetrachlorobiphenyl",InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,RKLLTEAEZIJBAU-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-6.8995,0.45025000000000004,2,G3,291.99199999999996,5.967200000000002,71.91800000000002,16.0,0.0,0.0,4.0,1.0,82.0,2.0,0.0,0.0,2.0,0.0,113.70156223308767,2.5431406197905666,534.5371240740591
B-4092,"2,3',4',5-pcb",InChI=1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-6.8526,0.1987000000000001,2,G3,291.992,5.967200000000002,71.918,16.0,0.0,0.0,4.0,1.0,82.0,2.0,0.0,0.0,2.0,0.0,113.70156223308767,2.5794829348325483,534.5371240740591
B-4093,"2,4,4',5-pcb",InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,TULCXSBAPHCWCF-UHFFFAOYSA-N,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-7.7699,0.0,1,G1,291.99199999999996,5.967200000000001,71.91800000000002,16.0,0.0,0.0,4.0,1.0,82.0,2.0,0.0,0.0,2.0,0.0,113.70156223308766,2.5552455662440963,517.2871240740591
B-4094,"2,3,4,4'-pcb",InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-6-10(14)12(16)11(9)15/h1-6H,XLDBTRJKXLKYTC-UHFFFAOYSA-N,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-6.8754,0.0,1,G1,291.99199999999996,5.967200000000001,71.91800000000002,16.0,0.0,0.0,4.0,1.0,82.0,2.0,0.0,0.0,2.0,0.0,113.70156223308766,2.5654015993956527,517.2871240740591
B-4096,"2,4-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h1-8H,WEJZHZJJXPXXMU-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccccc2,-5.2878,0.018899999999999917,2,G3,223.102,4.660400000000003,61.89800000000003,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932435,2.5278040316309607,435.32964673815036
B-4099,"2,5-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,KKQWHYGECTYFIA-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2ccccc2,-5.2993,0.029649999999999732,2,G3,223.10200000000003,4.660400000000003,61.89800000000002,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932435,2.565840902948807,435.32964673815036
B-4100,"2,4'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,UFNIBRDIUNVOMX-UHFFFAOYSA-N,Clc1ccc(cc1)c2ccccc2Cl,-5.2803,0.09268236078132658,3,G5,223.102,4.660400000000002,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.498254962562555,432.3296467381504
B-4102,"2,2',3,4,4',5'-hexachlorobiphenyl",InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.3813,0.03416850401563787,3,G5,360.88200000000006,7.274000000000001,81.938,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,134.308094686851,2.699049768905642,620.4500798683472
B-4106,hexabromobiphenyl,InChI=1S/C12H4Br6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,PTJQVJQAZSLKJO-UHFFFAOYSA-N,Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-7.7563,0.0,1,G1,627.588,7.928600000000003,98.078,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,155.69378295940916,2.7065514301640414,564.9500798683472
B-4108,"2,2',4-trichlorobiphenyl",InChI=1S/C12H7Cl3/c13-8-5-6-10(12(15)7-8)9-3-1-2-4-11(9)14/h1-7H,YKKYCYQDUUXNLN-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccccc2Cl,-6.4902,0.0,1,G1,257.547,5.313800000000002,66.90800000000003,15.0,0.0,0.0,3.0,1.0,76.0,2.0,0.0,0.0,2.0,0.0,103.39829600620601,2.5959274909034624,491.9759470533523
B-4109,"2,4,5,2',5'-pcb",InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-7.3263,0.28184999999999993,2,G3,326.437,6.620600000000001,76.928,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,124.00482845996933,2.6779540918569533,577.348938365776
B-4110,"2,2',3,5',6-pcb",InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,GXNNLIMMEXHBKV-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-7.1895,0.0,1,G1,326.437,6.620600000000001,76.928,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,124.00482845996935,2.7609447076772757,577.3489383657761
B-4111,"2,2',4,4',5-pentachlorobiphenyl",InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LMQJBFRGXHMNOX-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-7.9503,0.0,1,G1,326.437,6.620600000000001,76.92800000000003,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,124.00482845996933,2.6407167932311695,577.3489383657761
B-4113,"2,3,3',4',6-pentachlorobiphenyl",InChI=1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-7.6499,0.0,1,G1,326.437,6.6206000000000005,76.92800000000003,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,124.00482845996935,2.677061819570362,577.348938365776
B-4115,"2,2',3,3',6,6'-hexachlorobiphenyl",InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,FZFUUSROAHKTTF-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-7.9032,0.4550453554927858,3,G5,360.88200000000006,7.274000000000001,81.938,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,134.308094686851,2.8546465531596237,564.9500798683472
B-4116,"2,2',6-pcb",InChI=1S/C12H7Cl3/c13-9-5-2-1-4-8(9)12-10(14)6-3-7-11(12)15/h1-7H,MVXIJRBBCDLNLX-UHFFFAOYSA-N,Clc1ccccc1c2c(Cl)cccc2Cl,-5.9003,0.0,1,G1,257.547,5.313800000000001,66.90800000000003,15.0,0.0,0.0,3.0,1.0,76.0,2.0,0.0,0.0,2.0,0.0,103.39829600620601,2.6931956726281236,471.72594705335234
